0.00345304,-0.00218217,-0.000839852,0.0137096,-0.012281,0.0165232,-0.0032816,-0.0138937,-0.00351151,0.00547921,-0.000473001,0.0108116,0.0186607,-0.0239005,-0.00982996,-0.0120946,0.0176734,-0.00200404,0.0450529,-0.0163755,-0.0331096,-0.0218695,-0.00786597,0.0238406,0.0106212,0.0176089,-0.036153,-0.00279471,-0.0262111,0.00127388,0.0148586,-0.00306613,-0.00910913,0.00406247,0.00494347,-0.0250363,-0.00357774,-0.035193,0.0151957,0.0202444,0.0303072,-0.00830198,-0.016083,-0.0341456,-0.0160821,0.0462424,0.00193104,0.0188358,-0.0101,-0.012733,-0.0292806,0.0187074,0.0128492,-0.012287,0.00969399,-0.00613579,-0.0148648,0.00280031,0.0103295,-0.00574363,0.0133096,0.00223505,-0.00450036,0.00662106
-0.000808466,0.020779,-0.00590045,-0.00585793,0.00412352,-0.01187,0.0148062,0.0268103,-0.00451317,-0.00276069,0.00534113,-0.0182853,0.000950322,0.0335569,0.0228981,-0.00741838,0.00864401,-0.00823408,-0.0152819,0.0194396,0.0495087,0.0154552,-0.00920122,-0.00212652,-0.0198081,-0.0115974,0.0109364,0.0229226,0.00178974,0.00460249,-0.00134108,-0.018667,-0.0163898,0.000489694,0.00940764,0.00223047,0.0207689,0.0127345,-0.0200228,-0.0311254,-0.00327928,-0.0120523,0.0114012,0.0484972,0.0191899,-0.0184124,-0.0111925,0.0054503,-0.0113906,0.020367,0.0363679,0.00507888,-0.0196622,0.00988369,-0.000551417,-0.00269344,0.0248233,0.0155138,-0.00948482,-0.0013817,-0.0084328,-0.00552624,0.0208446,-0.000221924
-0.00585049,0.00802144,-0.00450558,-0.00620699,0.00577912,-0.00283423,-0.00558284,0.00724073,0.001006,0.00133363,0.00846619,0.00195867,-0.0116781,-0.00168916,0.0153428,0.00777684,0.00594186,9.06139e-05,-0.0193203,-0.0101232,0.0104488,0.00915183,0.00280093,-0.0127331,-0.0263488,-0.00714031,0.00275077,0.00389123,0.0126238,0.00308077,-0.0192234,-0.0164021,-0.0158202,-0.0181012,-0.000418723,0.000537996,-0.00322738,0.00961353,-0.00465591,-0.0280352,-0.0120859,-0.000907509,0.00617576,0.0151131,-0.00110261,-0.0170808,-0.00267337,0.00706762,0.00402559,0.0158431,0.00715844,-0.0133631,0.00118201,0.00549403,-0.00591901,0.000316935,0.0088673,-0.00357949,-0.00979398,0.0106178,-0.00362826,-0.00537889,0.0109919,-0.00558603
0.00216653,-0.00310962,0.0073682,0.0160705,0.00522696,0.00986434,0.000395002,0.00163179,0.0145956,-0.00463257,-0.0174414,0.0022543,0.0398155,0.00380608,0.019182,0.01319,-0.00601683,0.0112732,0.0173816,0.0316643,-0.0239072,-0.0158481,-0.00126904,-0.00356163,0.00816323,0.0241304,-0.00484055,-0.0323661,-0.0260684,-0.0230777,-0.00205083,0.0421956,0.0385858,-0.00873312,-0.03174,-0.0376761,-0.0400827,-0.00884968,0.023314,0.0141726,-0.00345705,-0.00236707,-0.00292196,-0.00581547,0.00972464,0.0232232,0.0139471,0.000133105,0.0122516,0.0209224,0.000995856,0.00458791,0.0206377,-0.00225732,0.00418248,0.0114525,0.00527592,0.000430497,0.011234,0.0145978,0.00601999,0.00867159,-0.00298722,0.00116667
0.00829641,-0.00802703,0.00555713,0.00148327,-0.00417035,0.012878,0.0035648,-0.00802084,0.0156238,-0.0139973,0.0487467,0.0161251,-0.0460866,0.013824,0.0151913,0.00911205,-0.0110132,0.00445063,-0.00957654,0.00672998,0.0158159,-0.0157079,-0.0129175,-0.0218806,-0.0118212,-0.00396804,-0.03102,-0.0422247,-0.0114593,0.0412724,0.106182,0.151529,0.153267,0.102718,0.0369662,0.012285,-0.00392341,-0.0296917,-0.0229996,-0.0107688,-0.0204014,-0.0157911,-0.00626929,-0.00595647,0.00354976,0.00871643,-0.00165017,-0.0114964,0.00650006,0.0204651,0.0027092,0.00399512,0.0138838,-0.00310209,-0.00108673,0.0104832,-0.00276969,0.00128044,0.0108331,-0.00626037,0.000938141,0.0103256,-0.00688531,0.00939896
0.000295494,-0.00470426,0.00337698,0.012093,-0.00244927,0.00752888,0.0128815,-0.00436992,0.0128567,0.0131359,-0.0238193,0.0307642,0.0229164,0.0128274,0.00677311,0.00912817,0.0170193,0.0206087,0.0172138,-0.0196749,0.0106134,0.00558387,-0.00328326,-0.0264191,-0.0218361,0.00156997,0.0242556,0.0668739,0.124694,0.191127,0.234012,0.231646,0.24195,0.236568,0.180021,0.160707,0.142259,0.0537497,-0.00718976,-0.0153749,-0.0223719,-0.00961332,0.00647126,0.00997973,0.0064585,0.00217008,0.0141485,0.0163096,0.00478905,0.0122218,0.00926474,0.00170443,0.0106872,0.0111973,0.0146794,0.0091981,-0.00329347,0.0109859,0.00884571,-0.00209552,0.0142957,0.00675818,-0.0071404,0.00151846
0.00347152,0.00683132,-0.00109626,0.0216513,0.0146345,0.00766654,0.0221839,0.00807017,0.00223741,0.022305,0.0161134,0.00270069,0.0118082,0.0220424,0.00989834,0.000643295,0.0159697,0.0211807,0.0173252,0.012085,-0.0132087,-0.0302089,-0.0211708,0.0101327,0.0679465,0.115413,0.148259,0.173409,0.165883,0.153051,0.139516,0.109267,0.116577,0.137763,0.130938,0.167473,0.204778,0.162414,0.114061,0.0714169,0.00826484,-0.0205951,-0.0198106,-0.00449849,0.0185682,0.021525,0.0284309,0.0252508,-0.00393335,0.00501646,0.0244392,0.0138252,0.0129616,0.0221358,0.0137799,0.00140716,0.00880542,0.0229463,0.0110911,0.0132635,0.0221518,-0.00107781,0.00162063,0.00787334
-0.00503937,0.0105576,-0.00383819,0.0109265,0.0135677,0.00066336,0.0187229,0.0112337,0.00121336,0.0148614,0.015343,0.00178491,0.0147081,0.0291227,0.0189554,0.00318676,-0.00220544,-0.0119481,-0.0169636,-0.00588409,-0.00397898,-0.00578711,0.0147127,0.0786311,0.157738,0.185854,0.186866,0.18451,0.12759,0.0511582,0.0242848,0.0187989,0.0140716,0.0163904,0.0424083,0.116741,0.17235,0.176655,0.180794,0.151237,0.0761544,0.0236062,-0.0152811,-0.0365906,-0.0144515,-0.00551123,-0.0100868,-0.00168541,0.0014537,0.01551,0.0316436,0.0138137,-0.000304623,0.00625479,0.00653449,0.00477955,0.0145527,0.0166912,0.0023308,0.0101351,0.0125094,-0.00172351,0.0110443,-0.000984718
-0.000811276,0.00980375,0.0134755,0.0182261,0.0208606,0.016819,0.0159645,0.0119618,0.018651,0.026025,0.0165167,0.0130568,0.0171043,0.0154643,0.0172306,0.0220798,0.0190516,0.0133216,0.0219281,0.0670633,0.134543,0.176069,0.179408,0.186884,0.203194,0.194308,0.186721,0.206021,0.192471,0.141955,0.144844,0.18416,0.172106,0.135753,0.151867,0.196335,0.198325,0.185668,0.1952,0.193914,0.18815,0.18959,0.137864,0.0602776,0.0415741,0.0322592,0.00147613,0.00406082,0.025435,0.0244135,0.0139057,0.00980115,0.00816798,0.0135569,0.0292886,0.023041,0.0118452,0.0149227,0.0174251,0.020596,0.0175771,0.0153168,0.0113715,-0.00259594
0.0111401,0.00682683,0.0248297,0.0195098,0.0240822,0.0325695,0.0163698,0.00515433,0.0179811,0.0221507,0.0155711,0.0278935,0.0236451,0.00548518,0.00467697,0.0122405,-0.00231966,0.0537947,0.101575,0.135753,0.155532,0.163257,0.159994,0.147815,0.140669,0.140906,0.127371,0.125242,0.143443,0.141757,0.159228,0.205638,0.191685,0.142353,0.140652,0.141163,0.120763,0.129641,0.141587,0.133054,0.149099,0.171162,0.148412,0.121433,0.132222,0.113824,0.041966,0.0191846,0.0124668,0.00253148,-0.00240379,0.0219512,0.0285305,0.0193131,0.0275037,0.0165574,0.00194618,0.0167527,0.0321378,0.0230128,0.0236019,0.0263583,0.00785949,0.00890422
